,Kode,Uraian,Nilai_Jumlah,Nilai_Rupiah,Mutasi_Masuk,Mutasi_Keluar,Mutasi_Jumlah,Jumlah,Rupiah,Tahun,Prioritas,KMeans_Cluster
1433,29,Cap Elect 0.1uF 50V,99,0,50.0,99,-49,50,13900,2024,1,0
1434,31,Cap Elect 10000uF 50V,0,0,50.0,0,50,50,750000,2024,0,0
1435,33,Cap Elect 100uF 50V,99,0,200.0,99,101,200,88800,2024,0,0
1436,35,Cap Elect 10uF 50V,99,0,100.0,99,1,100,33300,2024,1,0
1437,36,Cap Elect 1uF 50V,288,0,50.0,288,-238,50,11100,2024,1,0
1438,37,Cap Elect 220uF 250V,60,0,0.0,0,0,60,840000,2024,0,0
1439,38,Cap Elect 470uF 50V,147,0,0.0,0,0,147,84700,2024,0,0
1440,39,Cap Elect 47uF 250V,66,0,0.0,0,0,66,72600,2024,0,0
1441,40,Cap FL 4.5uF 250VAC 50-60,1,0,0.0,0,0,1,880,2024,1,0
1442,41,Cap Keramik 10kP,205,0,0.0,99,-99,106,29051,2024,0,0
1443,42,Cap Keramik 220kP 50V,184,0,0.0,150,-150,34,76500,2024,1,0
1444,44,Cap Milar 100N,169,0,50.0,69,-19,150,172740,2024,0,0
1445,51,Cap Poly 220kP 250V,132,0,0.0,100,-100,32,72000,2024,1,0
1446,53,Cap Elect 0.1uF 100V,40,0,0.0,0,0,40,880000,2024,0,0
1447,54,Cap Elect 0.1uF 400V,39,0,0.0,0,0,39,78000,2024,0,0
1448,55,Cap Elect 100uF 10V,38,0,0.0,0,0,38,33440,2024,0,0
1449,56,Cap Elect 10uF 10V,25,0,0.0,0,0,25,22000,2024,0,0
1450,57,Cap Elect 10uF 400V AC,0,0,10.0,0,10,10,14800,2024,0,0
1451,58,Cap Elect 22uF 250V,20,0,0.0,0,0,20,40000,2024,0,0
1452,60,Cap Elect 33uF 250V,20,0,0.0,0,0,20,44000,2024,0,0
1453,61,Cap Elect 470uF 250V,19,0,0.0,0,0,19,418000,2024,0,0
1454,63,Cap Elect 680uF 250V,19,0,0.0,0,0,19,1615000,2024,0,0
1455,66,Cap Tantalum 10uF 25V,113,0,0.0,99,-99,14,62160,2024,1,0
1456,68,Cap Tantalim Multilayer 0.1uF 50V,141,0,0.0,99,-99,42,139860,2024,1,0
1457,74,Conector BNC Probe,50,0,10.0,50,-40,10,49950,2024,1,0
1458,77,Conector Header Putih 2P,17,0,0.0,0,0,17,11220,2024,0,0
1459,78,Conector RJ 45,1741,0,2140.0,1741,399,2140,5345720,2024,0,1
1460,79,Conector RJ 11,4,0,100.0,0,100,104,34620,2024,0,0
1461,80,Resistor 22Ohm 5W,0,0,25.0,0,25,25,41625,2024,0,0
1462,81,Resistor 220K 0.25W,0,0,100.0,0,100,100,11100,2024,0,0
1463,82,Resistor 220K 0.5W,0,0,200.0,0,200,200,44400,2024,0,0
1464,83,Resistor 220Ohm 0.25W,99,0,75.0,99,-24,75,8325,2024,1,0
1465,84,Cover Conector DB 9,132,0,0.0,0,0,132,8712000,2024,0,0
1466,85,Cover Conector DB 25,58,0,0.0,0,0,58,92220,2024,0,0
1467,87,Diac 30V,29,0,100.0,29,71,100,164000,2024,0,0
1468,88,Diac HT 32,30,0,0.0,0,0,30,135000,2024,0,0
1469,91,Diode IN 1508,20,0,0.0,0,0,20,23000,2024,0,0
1470,92,Diode IN 34A,49,0,200.0,49,151,200,328000,2024,0,0
1471,97,Diode 20A,36,0,0.0,29,-29,7,108780,2024,1,0
1472,98,Diode 2A,208,0,0.0,200,-200,8,13200,2024,1,0
1473,100,Diode Bridge 10A,0,0,100.0,0,100,100,305300,2024,0,0
1474,101,Diode Bridge 30A,12,0,0.0,9,-9,3,5328,2024,1,0
1475,103,Diode IN 4002,628,0,300.0,399,-99,529,109534,2024,0,2
1476,104,Diode IN 4004,24,0,0.0,0,0,24,5280,2024,0,0
1477,105,Diode IN 4007,643,0,150.0,643,-493,150,33300,2024,1,2
1478,106,Diode IN 4148,790,0,350.0,529,-179,611,106671,2024,0,2
1479,107,Diode IN 60,199,0,200.0,199,1,200,166600,2024,1,2
1480,108,Diode Silicon 3A  1N5402,49,0,0.0,9,-9,40,37057,2024,0,0
1481,109,Diode Zener 24V,288,0,100.0,0,100,388,88884,2024,0,0
1482,110,Diode Zener 5.1V,149,0,200.0,149,51,200,61000,2024,0,2
1483,115,Elektrode Gelly (signa gel),0,0,4.0,0,4,4,524840,2024,1,0
1484,116,Fitting Lamp Keramik,5,0,0.0,0,0,5,36740,2024,1,0
1485,117,Fuse Besar 1A,217,0,50.0,0,50,267,171720,2024,0,0
1486,118,Fuse Besar 2A,300,0,50.0,0,50,350,450700,2024,0,0
1487,120,Fuse Besar 3A,447,0,50.0,5,45,492,320220,2024,0,0
1488,122,Fuse Kecil 3A,228,0,0.0,181,-181,47,26085,2024,1,0
1489,124,"Heat Sink Sirip Kecil kecil ukuran 1,5 cm x 2 cm",255,0,110.0,159,-49,206,346690,2024,0,0
1490,125,IC 27128,10,0,0.0,0,0,10,300000,2024,0,0
1491,126,IC 27256,11,0,0.0,0,0,11,302500,2024,0,0
1492,127,IC 27C512,16,0,0.0,0,0,16,627200,2024,0,0
1493,128,IC 62256,19,0,20.0,19,1,20,1098900,2024,1,0
1494,129,IC 74C922,10,0,0.0,0,0,10,747500,2024,0,0
1495,131,IC 74HC04,34,0,20.0,0,20,54,337280,2024,0,0
1496,132,IC74HC138,50,0,20.0,0,20,70,429900,2024,0,0
1497,133,IC 74HC14,83,0,0.0,30,-30,53,223960,2024,0,0
1498,134,IC 74HC20,75,0,0.0,0,0,75,1260000,2024,0,0
1499,135,IC 74HC36,57,0,20.0,0,20,77,502230,2024,0,0
1500,136,IC 74HC541   74HCT541,48,0,0.0,0,0,48,153888,2024,0,0
1501,139,IC 74HCT00,20,0,50.0,0,50,70,258230,2024,0,0
1502,140,IC 74HCT04,0,0,30.0,0,30,30,159840,2024,0,0
1503,142,IC 74HCT14,30,0,50.0,0,50,80,531300,2024,0,0
1504,143,IC 74HCT193,10,0,0.0,0,0,10,34380,2024,0,0
1505,144,IC 74HCT240,40,0,20.0,0,20,60,227440,2024,0,0
1506,145,IC 74HCT245,31,0,20.0,0,20,51,602550,2024,0,0
1507,146,IC 74HCT273,10,0,0.0,0,0,10,28000,2024,0,0
1508,147,IC 74HCT32,10,0,0.0,0,0,10,133500,2024,0,0
1509,148,IC 74HCT36,10,0,0.0,0,0,10,60000,2024,0,0
1510,150,IC 74HCT74,10,0,20.0,0,20,30,193180,2024,0,0
1511,151,IC 7805,49,0,150.0,49,101,150,266400,2024,0,0
1512,152,IC 8255,14,0,10.0,14,-4,10,490000,2024,1,0
1513,155,IC ADC 0804,99,0,20.0,99,-79,20,888000,2024,1,0
1514,157,IC AT 28C64,34,0,30.0,34,-4,30,1350000,2024,1,0
1515,161,IC DAC 0808,132,0,20.0,132,-112,20,719280,2024,1,0
1516,162,IC Inverter 7405,10,0,0.0,0,0,10,165000,2024,0,0
1517,163,IC LA 1260,52,0,0.0,0,0,52,164476,2024,0,0
1518,164,IC LA 3361,60,0,0.0,0,0,60,303600,2024,0,0
1519,165,IC LF 351,8,0,150.0,0,150,158,1076400,2024,0,0
1520,166,IC LM 1237,20,0,0.0,0,0,20,93000,2024,0,0
1521,167,IC LM 2469,20,0,0.0,0,0,20,93000,2024,0,0
1522,168,IC LM 2480,20,0,0.0,0,0,20,93000,2024,0,0
1523,169,IC LM 301,50,0,0.0,0,0,50,237350,2024,0,0
1524,170,IC LM 324,49,0,400.0,49,351,400,599600,2024,0,2
1525,172,IC LM 35,99,0,430.0,99,331,430,3341100,2024,0,2
1526,173,IC LM 390,10,0,0.0,0,0,10,27500,2024,0,0
1527,174,IC LM 723,96,0,0.0,0,0,96,198048,2024,0,0
1528,175,IC LM 7809,446,0,50.0,49,1,447,1021525,2024,0,0
1529,176,IC MAX 232,15,0,0.0,0,0,15,693000,2024,0,0
1530,178,IC MAX 232A,7,0,0.0,0,0,7,8099,2024,0,0
1531,182,IC MC 34064,10,0,0.0,0,0,10,55000,2024,0,0
1532,183,IC SN 75176,20,0,0.0,0,0,20,65000,2024,0,0
1533,184,IC TDA 8172,20,0,0.0,0,0,20,200000,2024,0,0
1534,186,IC TL 074,20,0,0.0,0,0,20,26400,2024,0,0
1535,187,IC TTL 7406,92,0,0.0,0,0,92,138000,2024,0,0
1536,188,IC TTL 7408,49,0,80.0,0,80,129,3896353,2024,0,0
1537,191,IC TTL 74240,56,0,0.0,0,0,56,138488,2024,0,0
1538,192,IC TTL 74245,143,0,0.0,0,0,143,600600,2024,0,0
1539,193,IC TTL 74290,140,0,0.0,0,0,140,3500000,2024,0,0
1540,194,IC TTL 74293,140,0,0.0,0,0,140,770000,2024,0,0
1541,195,IC TTL 74393,46,0,0.0,0,0,46,75900,2024,0,0
1542,196,IC TTL 7447,20,0,0.0,0,0,20,215600,2024,0,0
1543,197,IC TTL 7448,150,0,0.0,0,0,150,10680000,2024,0,0
1544,198,IC TTL 7476,15,0,0.0,0,0,15,1068000,2024,0,0
1545,199,IC TTL 7490,53,0,0.0,0,0,53,408100,2024,0,0
1546,201,IC Z80A & Z80CPU,0,0,10.0,0,10,10,439200,2024,0,0
1547,204,IF FM,10,0,0.0,0,0,10,52000,2024,0,0
1548,205,Induktor 0.1 mH,19,0,30.0,0,30,49,105990,2024,0,0
1549,216,Inti Trafo Ferrit & bobin PQ3220 TDK,10,0,0.0,0,0,10,767800,2024,0,0
1550,217,Inti Trafo Ferrit & bobin PQ3230 TDK,0,0,50.0,0,50,50,14985000,2024,0,0
1551,218,Inti Trafo Ferrit & bobin PQ3535 TDK,0,0,50.0,0,50,50,17649000,2024,0,0
1552,219,Isolasi National 5milsx3 4,17,0,13.0,14,-1,16,87579,2024,1,0
1553,221,"Jack Banana Hitam, merah",800,0,150.0,649,-499,301,634920,2024,1,2
1554,222,Jack Banana Trainer AVCC besar utk modul,319,0,200.0,49,151,470,3835880,2024,0,0
1555,224,Jack Banana Trainer AVCC Kecil  u  modul,130,0,200.0,0,200,330,1268500,2024,0,0
1556,231,Jack Mono Kecil,30,0,0.0,0,0,30,52800,2024,0,0
1557,232,Jumper 2 pin,58,0,200.0,0,200,258,265400,2024,0,0
1558,233,Penyangga PCB 1 cm,109,0,200.0,109,91,200,218000,2024,0,0
1559,236,Kertas Gosok  Duco 500,109,0,200.0,109,91,200,333000,2024,0,0
1560,237,"Kertas Gosok  Duco 280, 400 360",0,0,200.0,0,200,200,333000,2024,0,0
1561,243,"BNC-1 Connector (Crimping)Kompatibel dgn kabel video 1505A, ADC BNC-TP1",2,0,150.0,2,148,150,1050000,2024,0,0
1562,244,Microphone Samson Q7,2,0,7.0,2,5,7,5068000,2024,1,0
1563,246,Kristal 4 Mhz,0,0,30.0,0,30,30,59100,2024,0,0
1564,251,Kuas 2.5,15,0,7.0,15,-8,7,29141,2024,1,0
1565,252,Kuas 2,0,0,12.0,0,12,12,39960,2024,0,0
1566,254,Kuas 1,24,0,5.0,24,-19,5,8325,2024,1,0
1567,256,LCD Karakter 8x2 line,1,0,0.0,0,0,1,33300,2024,1,0
1568,257,Led Kecil Hijau,281,0,355.0,281,74,355,35500,2024,0,2
1569,258,Led Kecil Kuning,174,0,205.0,174,31,205,20500,2024,0,2
1570,259,"Led Superbright 5mm, biru",149,0,300.0,149,151,300,30000,2024,0,2
1571,260,"Led Superbright 5mm, Hijau",0,0,100.0,0,100,100,10000,2024,0,0
1572,263,Penyangga PCB 2cm kuningan,534,0,250.0,449,-199,335,571200,2024,1,2
1573,264,Converter USB Ke RS485   422,0,0,5.0,0,5,5,870000,2024,1,0
1574,266,Karet Penyangga Besar,158,0,20.0,0,20,178,1720240,2024,0,0
1575,269,"Led Superbright 5mm, Kuning",0,0,100.0,0,100,100,10000,2024,0,0
1576,270,"Led Superbright 5mm, Merah",0,0,200.0,0,200,200,20000,2024,0,0
1577,271,Mata Bor 0.8mm,0,0,27.0,0,27,27,29430,2024,0,0
1578,272,Mata Bor Besi HSS 1-13mm,0,0,1.0,0,1,1,2236650,2024,1,0
1579,277,"MCB 6A, 400V 1 Pole",14,0,0.0,5,-5,9,1726272,2024,1,0
1580,282,"Motor Servo Standar 180 derajat, Parallax",0,0,30.0,0,30,30,7082100,2024,0,0
1581,284,Obeng Kecil Set,0,0,8.0,0,8,8,259120,2024,0,0
1582,287,Opto Coupler 4N 25,0,0,80.0,0,80,80,188800,2024,0,0
1583,288,Resistor 220Ohm 0.5W,199,0,50.0,199,-149,50,11100,2024,1,0
1584,289,Key Pad Matrik 4x4,10,0,0.0,0,0,10,578500,2024,0,0
1585,290,Kikir Set Sedang,1,0,0.0,0,0,1,12430,2024,1,0
1586,293,Konector BNC  N,2,0,10.0,2,8,10,225000,2024,0,0
1587,294,KOnector BNC P,16,0,110.0,16,94,110,2750000,2024,0,0
1588,296,Kotak Kontak (inbow) arde,24,0,24.0,24,0,24,658800,2024,1,0
1589,299,Kotak Sekring,4,0,0.0,0,0,4,264000,2024,1,0
1590,301,Kuas 1.5,57,0,20.0,57,-37,20,40000,2024,1,0
1591,308,Potensio Slide 100K,0,0,30.0,0,30,30,90000,2024,0,0
1592,314,Potensio Trimmer (VR) 20K,99,0,100.0,99,1,100,133200,2024,1,0
1593,315,Potensio Trimmer (VR) 50K,9,0,100.0,9,91,100,133200,2024,0,0
1594,316,Resistor 27Ohm 2W,0,0,100.0,0,100,100,66600,2024,0,0
1595,322,Resistor 3.3K 0.25W,49,0,100.0,49,51,100,11100,2024,0,0
1596,323,Resistor 3.3K 0.5W,99,0,100.0,99,1,100,22200,2024,1,0
1597,324,LCD TM162A (16x2),39,0,10.0,39,-29,10,210900,2024,1,0
1598,325,LDR,273,0,100.0,149,-49,224,302026,2024,0,0
1599,327,Led Merah Kecil,423,0,200.0,423,-223,200,33400,2024,1,2
1600,328,Led Merah Besar,109,0,255.0,109,146,255,25500,2024,0,2
1601,330,Led Infra Red,12,0,0.0,0,0,12,30000,2024,0,0
1602,333,Led Super Bright Warna Putih,0,0,300.0,0,300,300,30000,2024,0,0
1603,337,Majun Putih,40,0,104.0,40,64,104,1369680,2024,0,0
1604,338,"Mata Bor 0.8-13mm, Metal Alpen",3,0,6.0,3,3,6,10362900,2024,1,0
1605,342,Motor DC 12V,2,0,7.0,0,7,9,245400,2024,0,0
1606,350,Mur+Baut+Ring 1cm 3x10mm,549,0,250.0,549,-299,250,100000,2024,1,2
1607,351,Mur+Baut+Ring 3x20mm,0,0,200.0,0,200,200,218000,2024,0,0
1608,355,Potensio Stereo 10K,0,0,100.0,0,100,100,222000,2024,0,0
1609,358,PTC,0,0,46.0,0,46,46,639600,2024,0,0
1610,359,Obeng,0,0,11.0,0,11,11,539000,2024,0,0
1611,360,"Obeng - Vanadium 7mm, Pnj 12",17,0,5.0,0,5,22,1395635,2024,0,0
1612,361,Obeng (-),0,0,12.0,0,12,12,452880,2024,0,0
1613,362,Obeng (+),0,0,12.0,0,12,12,452880,2024,0,0
1614,364,"Obeng + Vanadium 7mm, Pnj 12",13,0,5.0,1,4,17,925410,2024,0,0
1615,366,Obeng Blimbing Set,0,0,4.0,0,4,4,502164,2024,1,0
1616,367,Obeng (-) (Sedang) Panjang,2,0,7.0,2,5,7,343000,2024,1,0
1617,368,Obeng (+) (Sedang) Panjang,0,0,15.0,0,15,15,735000,2024,0,0
1618,369,Obeng Sock,1,0,3.0,0,3,4,232180,2024,1,0
1619,370,Opto Coupler 4N 26,34,0,50.0,0,50,84,331060,2024,0,0
1620,371,Opto Coupler Model U Standar,55,0,100.0,0,100,155,944500,2024,0,0
1621,372,Palu,3,0,12.0,1,11,14,521120,2024,0,0
1622,374,Pahat 1,0,0,2.0,0,2,2,153846,2024,1,0
1623,375,PCB Polos 10cm x 20cm,51,0,20.0,21,-1,50,396030,2024,0,0
1624,376,PCB Dot Matrik 10cm x 20cm,169,0,287.0,152,135,304,4212871,2024,0,2
1625,377,PCB Double Layer Fiber 200cm x 100cm,7,0,0.0,1,-1,6,7920000,2024,1,0
1626,379,PCB IC Biasa,0,0,50.0,0,50,50,300000,2024,0,0
1627,380,PCB Polos,8,0,0.0,0,0,8,5162000,2024,0,0
1628,381,PCB Single Layer,0,0,1.0,0,1,1,22000,2024,1,0
1629,382,PCB Single Layer Fiber 200cm x 100cm,6,0,0.0,1,-1,5,4191000,2024,1,0
1630,385,Peredam Probe 10:01:00Am,3,0,0.0,0,0,3,2970000,2024,1,0
1631,388,Photo Diode,409,0,450.0,409,41,450,999000,2024,0,2
1632,389,Photo Transistor 5mm,0,0,50.0,0,50,50,155000,2024,0,0
1633,396,Potensio 250K,6,0,0.0,0,0,6,16020,2024,0,0
1634,399,Potensio Mono 100K,5,0,200.0,0,200,205,466500,2024,0,0
1635,400,Potensio Mono 10K,109,0,310.0,109,201,310,688200,2024,0,2
1636,401,Potensio Mono 1K,19,0,100.0,19,81,100,222000,2024,0,0
1637,402,Potensio Mono 1M,0,0,130.0,0,130,130,288600,2024,0,0
1638,403,Potensio Mono 50K,50,0,260.0,0,260,310,648700,2024,0,0
1639,404,Potensio Mono 5K,109,0,60.0,109,-49,60,133200,2024,1,0
1640,407,Penggores,0,0,3.0,0,3,3,100050,2024,1,0
1641,409,"Probe Oscilosscope Kenwood, PC-53,  textronix TPP0200, 10x200MHz, 10M 12pF, 300 Vrms CATII",3,0,0.0,0,0,3,4290000,2024,1,0
1642,412,Probe Oscilosscope GW GTP-100A,0,0,15.0,0,15,15,6110250,2024,0,0
1643,413,"Probe Oscilosscope 10:1, DC to 100MHz, (LF-210E)",20,0,0.0,0,0,20,7700000,2024,0,0
1644,414,Project Board GL-12,45,0,95.0,28,67,112,1804860,2024,0,0
1645,415,NTC,121,0,50.0,0,50,171,3930000,2024,0,0
1646,416,Push Button Hijau 6A 250V (XB7EA31   220V),0,0,20.0,0,20,20,80000,2024,0,0
1647,417,Push Button 4 Pin,199,0,370.0,199,171,370,469900,2024,0,2
1648,418,Push Button Besar Bulat 4Pin,4,0,20.0,0,20,24,28920,2024,0,0
1649,419,Push Button Kecil Kotak 2Pin,68,0,150.0,0,150,218,229560,2024,0,0
1650,421,Relay Coil 12V DC Kecil Omron MY2 8pin,0,0,24.0,0,24,24,2477520,2024,0,0
1651,425,Resistor 1Ohm 0.25W,0,0,100.0,0,100,100,11100,2024,0,0
1652,428,Resistor 0.47Ohm 5W,100,0,0.0,0,0,100,396500,2024,0,0
1653,430,Resistor 1.5K 0.25W,115,0,0.0,0,0,115,20470,2024,0,0
1654,431,Resistor 100K 0.5W 5%,331,0,200.0,331,-131,200,44400,2024,1,2
1655,433,Resistor 100Ohm 0.25W,122,0,100.0,0,100,222,123520,2024,0,0
1656,434,Resistor 100Ohm 0.5W,399,0,400.0,399,1,400,88800,2024,1,2
1657,435,Resistor 100Ohm 5W,300,0,0.0,199,-199,101,252500,2024,1,0
1658,436,Resistor 10K 0.5W 5%,299,0,612.0,299,313,612,135864,2024,0,2
1659,437,Resistor 10K 1W,17,0,100.0,0,100,117,109100,2024,0,0
1660,438,Resistor 10M 0.5W 5%,75,0,0.0,0,0,75,3750,2024,0,0
1661,439,Resistor 10Ohm 10W,0,0,75.0,0,75,75,249750,2024,0,0
1662,442,Resistor 15K 0.25W,299,0,100.0,249,-149,150,41050,2024,1,0
1663,444,Resistor 1K 0.25W,293,0,800.0,293,507,800,88800,2024,0,2
1664,445,Resistor 1K 0.5W 5%,524,0,500.0,524,-24,500,111000,2024,1,2
1665,446,Resistor 1K 1W,71,0,300.0,0,300,371,277900,2024,0,0
1666,449,Resistor 2.2K 0.5W 5%,608,0,100.0,399,-299,309,147391,2024,1,2
1667,450,Resistor 2.2K 1W,112,0,0.0,0,0,112,49280,2024,0,0
1668,451,Resistor 2.7K 0.5W 5%,155,0,0.0,0,0,155,34100,2024,0,0
1669,455,Resistor 22Ohm 0.5W,150,0,150.0,0,150,300,268300,2024,0,0
1670,456,Probe Function Generator GW-GTL-101,0,0,14.0,0,14,14,11655000,2024,0,0
1671,457,Resistor 2K 0.5W 5%,800,0,0.0,0,0,800,616000,2024,0,0
1672,458,Resistor 2K 1W,123,0,200.0,0,200,323,187320,2024,0,0
1673,461,Resistor 330Ohm 0.25W,722,0,100.0,49,51,773,114971,2024,0,0
1674,462,Resistor 330Ohm 0.5W,0,0,350.0,0,350,350,77700,2024,0,2
1675,465,Resistor 3K 0.5W,257,0,0.0,0,0,257,232540,2024,0,0
1676,466,Resistor 3K 1W,5,0,100.0,0,100,105,68800,2024,0,0
1677,468,Resistor 3.9K 0.5W,129,0,0.0,99,-99,30,21570,2024,1,0
1678,471,Resistor 40Ohm 0.5W,99,0,50.0,99,-49,50,999000,2024,1,0
1679,472,Resistor 470K 0.25W,200,0,0.0,0,0,200,500000,2024,0,0
1680,473,Resistor 470Ohm 0.5W,349,0,100.0,349,-249,100,22200,2024,1,2
1681,474,Resistor 47K 0.5W,99,0,100.0,99,1,100,22200,2024,1,0
1682,475,Resistor 47K 1W,101,0,100.0,29,71,172,136351,2024,0,0
1683,477,Resistor 4K7 0.5W,432,0,300.0,99,201,633,365261,2024,0,2
1684,478,Resistor 5K6 1W,100,0,0.0,0,0,100,110000,2024,0,0
1685,479,Resistor 50K 0.25W,96,0,0.0,0,0,96,10560,2024,0,0
1686,480,Resistor 50K 0.5W,0,0,100.0,0,100,100,555000,2024,0,0
1687,486,Resistor 5K 1W,150,0,100.0,0,100,250,2557500,2024,0,0
1688,488,Resistor 6K8 0.5W 5%,507,0,0.0,0,0,507,1267500,2024,0,0
1689,489,Resistor 6K8 1W,150,0,0.0,0,0,150,28950,2024,0,0
1690,491,Resistor 68K 0.5W 5%,140,0,0.0,0,0,140,350000,2024,0,0
1691,492,Resistor 750Ohm 0.5W 5%,103,0,0.0,0,0,103,6180,2024,0,0
1692,506,Rotari Switch 10 Titik,22,0,0.0,0,0,22,2349820,2024,0,0
1693,510,Resistor 1.5K 0.5W,99,0,100.0,99,1,100,20000,2024,1,0
1694,513,Resistor 10K 0.25W,319,0,375.0,319,56,375,41625,2024,0,2
1695,531,Header Single,369,0,180.0,299,-119,250,416250,2024,1,2
1696,532,Skun Kabel U 5.5-8mm,499,0,600.0,499,101,600,300000,2024,0,2
1697,534,Skun Kabel U 1.5mm,2182,0,400.0,2099,-1699,483,264817,2024,1,1
1698,535,Skun Kabel U 2.5mm,742,0,1450.0,649,801,1543,752807,2024,0,1
1699,536,Skun Kabel U 4mm,193,0,0.0,99,-99,94,28106,2024,1,0
1700,539,Soket IC 14 Pin,319,0,0.0,49,-49,270,167702,2024,0,0
1701,540,Soket IC 28 Pin,96,0,0.0,49,-49,47,56306,2024,1,0
1702,542,"Solder Biasa Goot, 40W-220V",26,0,28.0,22,6,32,5216112,2024,0,0
1703,544,SolderTembak Goot TQ 77,1,0,4.0,1,3,4,1611720,2024,1,0
1704,545,Soldering Iron Stand,11,0,20.0,10,10,21,1153512,2024,0,0
1705,550,Resistor 10Ohm 0.5W,49,0,200.0,49,151,200,44400,2024,0,0
1706,551,Resistor 10Ohm 0.25W,49,0,300.0,49,251,300,33300,2024,0,2
1707,552,Resistor 10Ohm 1W,0,0,50.0,0,50,50,33300,2024,0,0
1708,559,Transistor Mosfet IRFP 460,0,0,150.0,0,150,150,3496500,2024,0,0
1709,560,Tang Clemper UTP + Telp,2,0,0.0,0,0,2,69300,2024,1,0
1710,562,Tang Crimping RJ 45 (231652),7,0,7.0,3,4,11,2600872,2024,0,0
1711,564,Tang Kombinasi 6,19,0,17.0,6,11,30,2583060,2024,0,0
1712,565,Tang Kombinasi 8,2,0,9.0,2,7,9,629370,2024,0,0
1713,566,Tang Kupas Gajah,1,0,0.0,0,0,1,82500,2024,1,0
1714,567,Tang Kupas Multi   Sellery,14,0,34.0,6,28,42,1603500,2024,0,0
1715,572,Terminal Johnson Merah (campur),99,0,200.0,49,151,250,2145412,2024,0,0
1716,576,Tespen 220V,39,0,26.0,39,-13,26,234000,2024,1,0
1717,577,Resistor 100Ohm 1W,0,0,150.0,0,150,150,75000,2024,0,0
1718,580,Timah 1/4Kg,84,0,117.0,51,66,150,15731010,2024,0,0
1719,587,Resistor 15K 0.5W,99,0,100.0,99,1,100,20000,2024,1,0
1720,588,Tool Set Electro,14,0,19.0,13,6,20,20243070,2024,0,0
1721,591,Trafo 1A CT,29,0,60.0,29,31,60,2597400,2024,0,0
1722,592,Trafo 1A Orient,29,0,0.0,0,0,29,1609500,2024,0,0
1723,595,Trafo 3A CT,0,0,30.0,0,30,30,2160000,2024,0,0
1724,602,Resistor 150Ohm 0.25W,0,0,100.0,0,100,100,11100,2024,0,0
1725,606,Resistor 2K 20W,0,0,100.0,0,100,100,3663000,2024,0,0
1726,607,Resistor 2.2K 0.25W,259,0,100.0,229,-129,130,32670,2024,1,0
1727,609,Transistor 2N 3904,99,0,402.0,99,303,402,122610,2024,0,2
1728,610,Transistor 2N 4123,8,0,0.0,0,0,8,52800,2024,0,0
1729,611,Transistor 2SA 1175,10,0,0.0,0,0,10,5500,2024,0,0
1730,612,Transistor 2SA 733,50,0,0.0,0,0,50,43150,2024,0,0
1731,613,Transistor 2SB 649A,20,0,0.0,0,0,20,18000,2024,0,0
1732,615,Transistor 2SC 1815,89,0,0.0,0,0,89,35244,2024,0,0
1733,617,Transistor 2SC 2922,3,0,0.0,0,0,3,115500,2024,1,0
1734,618,Transistor 2SC 327,99,0,100.0,99,1,100,621600,2024,1,0
1735,620,Transistor 2SC 373,20,0,0.0,0,0,20,150000,2024,0,0
1736,622,Transistor 2SC 535,49,0,100.0,49,51,100,333000,2024,0,0
1737,623,Transistor 2SC 710,100,0,0.0,0,0,100,120000,2024,0,0
1738,624,Transistor 2SC 828,149,0,400.0,149,251,400,222000,2024,0,2
1739,625,Transistor 2SC 829,149,0,100.0,149,-49,100,83300,2024,1,0
1740,626,Transistor 2SC 930,50,0,0.0,0,0,50,11500,2024,0,0
1741,628,Transistor 9012,199,0,550.0,199,351,550,167750,2024,0,2
1742,629,Transistor 9013,49,0,100.0,49,51,100,30500,2024,0,0
1743,630,Transistor BD 139,49,0,350.0,49,301,350,291550,2024,0,2
1744,633,Transistor BFY 51,8,0,0.0,0,0,8,192000,2024,0,0
1745,635,Transistor BU 4508DX,20,0,0.0,0,0,20,31000,2024,0,0
1746,636,Transistor C 106,223,0,200.0,49,151,374,2207908,2024,0,0
1747,638,Transistor FET 3N 201,25,0,0.0,0,0,25,181500,2024,0,0
1748,639,Transistor FET IRF 630,20,0,0.0,0,0,20,150000,2024,0,0
1749,640,Transistor FET K2545,20,0,0.0,0,0,20,150000,2024,0,0
1750,644,Transistor FET MPF 102,149,0,200.0,149,51,200,1887000,2024,0,2
1751,647,Transistor K30A,19,0,100.0,19,81,100,499500,2024,0,0
1752,649,Transistor TIP 2955,153,0,250.0,0,250,403,5290500,2024,0,0
1753,650,Transistor TIP 3055,116,0,250.0,0,250,366,4243000,2024,0,0
1754,651,Transistor TIP 41,0,0,50.0,0,50,50,138750,2024,0,0
1755,652,Transistor TIP 42,0,0,50.0,0,50,50,277500,2024,0,0
1756,654,Triac Q2010L5,50,0,0.0,0,0,50,890000,2024,0,0
1757,655,Triac Q4006,49,0,30.0,2,28,77,1016600,2024,0,0
1758,661,Acrilyc Bening 3 mm (2400 x 1200 cm),17,0,8.0,17,-9,8,6800000,2024,1,0
1759,675,Batu Gerinda 100x6x16 (1dos @25bh),6,0,1.0,6,-5,1,546675,2024,1,0
1760,676,Resistor 20K 0.5W,0,0,100.0,0,100,100,20000,2024,0,0
1761,687,Bor PCB,20,0,28.0,15,13,33,2501274,2024,0,0
1762,693,Cap Elect 1uF 16V,0,0,100.0,0,100,100,33300,2024,0,0
